FusionGID,FusionGene,Hgene,HGID,Tgene,TGID
hg4685tg51084,NCAM2-CRYL1,NCAM2,4685,CRYL1,51084
hg4685tg6096,NCAM2-RORB,NCAM2,4685,RORB,6096
hg9918tg10801,NCAPD2-SEPT9,NCAPD2,9918,SEPT9,10801
hg54892tg57222,NCAPG2-ERGIC1,NCAPG2,54892,ERGIC1,57222
hg54892tg57488,NCAPG2-ESYT2,NCAPG2,54892,ESYT2,57488
hg54892tg55728,NCAPG2-N4BP2,NCAPG2,54892,N4BP2,55728
hg23397tg30818,NCAPH-KCNIP3,NCAPH,23397,KCNIP3,30818
hg23397tg10813,NCAPH-UTP14A,NCAPH,23397,UTP14A,10813
hg29781tg8487,NCAPH2-GEMIN2,NCAPH2,29781,GEMIN2,8487
hg22916tg25827,NCBP2-FBXL2,NCBP2,22916,FBXL2,25827
hg23154tg5916,NCDN-RARG,NCDN,23154,RARG,5916
hg57552tg598,NCEH1-BCL2L1,NCEH1,57552,BCL2L1,598
hg57552tg152137,NCEH1-CCDC50,NCEH1,57552,CCDC50,152137
hg57552tg1937,NCEH1-EEF1G,NCEH1,57552,EEF1G,1937
hg57552tg57488,NCEH1-ESYT2,NCEH1,57552,ESYT2,57488
hg57552tg83893,NCEH1-SPATA16,NCEH1,57552,SPATA16,83893
hg4688tg60676,NCF2-PAPPA2,NCF2,4688,PAPPA2,60676
hg4690tg50865,NCK1-HEBP1,NCK1,4690,HEBP1,50865
hg4690tg10274,NCK1-STAG1,NCK1,4690,STAG1,10274
hg10787tg51692,NCKAP1-CPSF3,NCKAP1,10787,CPSF3,51692
hg10787tg56288,NCKAP1-PARD3,NCKAP1,10787,PARD3,56288
hg10787tg9966,NCKAP1-TNFSF15,NCKAP1,10787,TNFSF15,9966
hg344148tg79659,NCKAP5-DYNC2H1,NCKAP5,344148,DYNC2H1,79659
hg344148tg116372,NCKAP5-LYPD1,NCKAP5,344148,LYPD1,116372
hg51517tg57494,NCKIPSD-RIMKLB,NCKIPSD,51517,RIMKLB,57494
hg56926tg81616,NCLN-ACSBG2,NCLN,56926,ACSBG2,81616
hg8648tg2804,NCOA1-GOLGB1,NCOA1,8648,GOLGB1,2804
hg10499tg51571,NCOA2-FAM49B,NCOA2,10499,FAM49B,51571
hg10499tg11179,NCOA2-ZNF277,NCOA2,10499,ZNF277,11179
hg8202tg79913,NCOA3-ACTR5,NCOA3,8202,ACTR5,79913
hg8202tg2139,NCOA3-EYA2,NCOA3,8202,EYA2,2139
hg8031tg4477,NCOA4-MSMB,NCOA4,8031,MSMB,4477
hg8031tg5979,NCOA4-RET,NCOA4,8031,RET,5979
hg8031tg100287932,NCOA4-TIMM23,NCOA4,8031,TIMM23,100287932
hg57727tg1002,NCOA5-CDH4,NCOA5,57727,CDH4,1002
hg23054tg10732,NCOA6-TCFL5,NCOA6,23054,TCFL5,10732
hg135112tg1992,NCOA7-SERPINB1,NCOA7,135112,SERPINB1,1992
hg135112tg7164,NCOA7-TPD52L1,NCOA7,135112,TPD52L1,7164
hg9611tg55331,NCOR1-ACER3,NCOR1,9611,ACER3,55331
hg9611tg140680,NCOR1-C20orf96,NCOR1,9611,C20orf96,140680
hg9611tg9720,NCOR1-CCDC144A,NCOR1,9611,CCDC144A,9720
hg9611tg284040,NCOR1-CDRT4,NCOR1,9611,CDRT4,284040
hg9611tg1559,NCOR1-CYP2C9,NCOR1,9611,CYP2C9,1559
hg9611tg23164,NCOR1-MPRIP,NCOR1,9611,MPRIP,23164
hg9611tg9487,NCOR1-PIGL,NCOR1,9611,PIGL,9487
hg9611tg54902,NCOR1-TTC19,NCOR1,9611,TTC19,54902
hg9611tg57336,NCOR1-ZNF287,NCOR1,9611,ZNF287,57336
hg9612tg9150,NCOR2-CTDP1,NCOR2,9612,CTDP1,9150
hg9612tg57647,NCOR2-DHX37,NCOR2,9612,DHX37,57647
hg9612tg158521,NCOR2-FMR1NB,NCOR2,9612,FMR1NB,158521
hg9612tg3784,NCOR2-KCNQ1,NCOR2,9612,KCNQ1,3784
hg9612tg283385,NCOR2-MORN3,NCOR2,9612,MORN3,283385
hg9612tg79050,NCOR2-NOC4L,NCOR2,9612,NOC4L,79050
hg9612tg23637,NCOR2-RABGAP1,NCOR2,9612,RABGAP1,23637
hg9612tg9045,NCOR2-RPL14,NCOR2,9612,RPL14,9045
hg9612tg949,NCOR2-SCARB1,NCOR2,9612,SCARB1,949
hg9612tg121256,NCOR2-TMEM132D,NCOR2,9612,TMEM132D,121256
hg23413tg8943,NCS1-AP3D1,NCS1,23413,AP3D1,8943
hg23385tg480,NCSTN-ATP1A4,NCSTN,23385,ATP1A4,480
hg23385tg7203,NCSTN-CCT3,NCSTN,23385,CCT3,7203
hg55706tg54432,NDC1-YIPF1,NDC1,55706,YIPF1,54432
hg10403tg28947,NDC80-IGKJ4,NDC80,10403,IGKJ4,28947
hg10403tg9989,NDC80-PPP4R1,NDC80,10403,PPP4R1,9989
hg81565tg1107,NDEL1-CHD3,NDEL1,81565,CHD3,1107
hg81565tg22907,NDEL1-DHX30,NDEL1,81565,DHX30,22907
hg81565tg4628,NDEL1-MYH10,NDEL1,81565,MYH10,4628
hg81565tg5159,NDEL1-PDGFRB,NDEL1,81565,PDGFRB,5159
hg10397tg2078,NDRG1-ERG,NDRG1,10397,ERG,2078
hg10397tg729330,NDRG1-OC90,NDRG1,10397,OC90,729330
hg10397tg6641,NDRG1-SNTB1,NDRG1,10397,SNTB1,6641
hg10397tg6482,NDRG1-ST3GAL1,NDRG1,10397,ST3GAL1,6482
hg10397tg7431,NDRG1-VIM,NDRG1,10397,VIM,7431
hg57447tg11231,NDRG2-SEC63,NDRG2,57447,SEC63,11231
hg57447tg6678,NDRG2-SPARC,NDRG2,57447,SPARC,6678
hg57446tg55653,NDRG3-BCAS4,NDRG3,57446,BCAS4,55653
hg57446tg8664,NDRG3-EIF3D,NDRG3,57446,EIF3D,8664
hg3340tg6949,NDST1-TCOF1,NDST1,3340,TCOF1,6949
hg8509tg57661,NDST2-PHRF1,NDST2,8509,PHRF1,57661
hg4705tg130367,NDUFA10-SGPP2,NDUFA10,4705,SGPP2,130367
hg55967tg65003,NDUFA12-MRPL11,NDUFA12,55967,MRPL11,65003
hg55967tg30815,NDUFA12-ST6GALNAC6,NDUFA12,55967,ST6GALNAC6,30815
hg51079tg57794,NDUFA13-SUGP1,NDUFA13,51079,SUGP1,57794
hg56901tg10677,NDUFA4L2-AVIL,NDUFA4L2,56901,AVIL,10677
hg4702tg92400,NDUFA8-RBM18,NDUFA8,4702,RBM18,92400
hg4702tg158135,NDUFA8-TTLL11,NDUFA8,4702,TTLL11,158135
hg79133tg80714,NDUFAF5-PBX4,NDUFAF5,79133,PBX4,80714
hg4708tg3831,NDUFB2-KLC1,NDUFB2,4708,KLC1,3831
hg4711tg254827,NDUFB5-NAALADL2,NDUFB5,4711,NAALADL2,254827
hg4712tg8853,NDUFB6-ASAP2,NDUFB6,4712,ASAP2,8853
hg4715tg286053,NDUFB9-NSMCE2,NDUFB9,4715,NSMCE2,286053
hg4715tg51368,NDUFB9-TEX264,NDUFB9,4715,TEX264,51368
hg4717tg57575,NDUFC1-PCDH10,NDUFC1,4717,PCDH10,57575
hg4718tg28971,NDUFC2-AAMDC,NDUFC2,4718,AAMDC,28971
hg4719tg672,NDUFS1-BRCA1,NDUFS1,4719,BRCA1,672
hg4719tg9584,NDUFS1-RBM39,NDUFS1,4719,RBM39,9584
hg4720tg478,NDUFS2-ATP1A3,NDUFS2,4720,ATP1A3,478
hg4724tg3001,NDUFS4-GZMA,NDUFS4,4724,GZMA,3001
hg4724tg7113,NDUFS4-TMPRSS2,NDUFS4,4724,TMPRSS2,7113
hg4726tg730,NDUFS6-C7,NDUFS6,4726,C7,730
hg4726tg23062,NDUFS6-GGA2,NDUFS6,4726,GGA2,23062
hg374291tg150221,NDUFS7-RIMBP3C,NDUFS7,374291,RIMBP3C,150221
hg4731tg6204,NDUFV3-RPS10,NDUFV3,4731,RPS10,6204
hg10529tg57118,NEBL-CAMK1D,NEBL,10529,CAMK1D,57118
hg10529tg64215,NEBL-DNAJC1,NEBL,10529,DNAJC1,64215
hg10529tg4297,NEBL-KMT2A,NEBL,10529,KMT2A,4297
hg10529tg6871,NEBL-TADA2A,NEBL,10529,TADA2A,6871
hg25977tg286,NECAP1-ANK1,NECAP1,25977,ANK1,286
hg25977tg55707,NECAP1-NECAP2,NECAP1,25977,NECAP2,55707
hg55707tg1969,NECAP2-EPHA2,NECAP2,55707,EPHA2,1969
hg121441tg160335,NEDD1-TMTC2,NEDD1,121441,TMTC2,160335
hg4734tg57188,NEDD4-ADAMTSL3,NEDD4,4734,ADAMTSL3,57188
hg4734tg64864,NEDD4-RFX7,NEDD4,4734,RFX7,64864
hg23327tg115701,NEDD4L-ALPK2,NEDD4L,23327,ALPK2,115701
hg23327tg8932,NEDD4L-MBD2,NEDD4L,23327,MBD2,8932
hg23327tg23515,NEDD4L-MORC3,NEDD4L,23327,MORC3,23515
hg23327tg79735,NEDD4L-TBC1D17,NEDD4L,23327,TBC1D17,79735
hg23327tg83660,NEDD4L-TLN2,NEDD4L,23327,TLN2,83660
hg4738tg4901,NEDD8-NRL,NEDD8,4738,NRL,4901
hg4739tg2585,NEDD9-GALK2,NEDD9,4739,GALK2,2585
hg4739tg2804,NEDD9-GOLGB1,NEDD9,4739,GOLGB1,2804
hg4741tg4741,NEFM-NEFM,NEFM,4741,NEFM,4741
hg257194tg127254,NEGR1-C1orf173,NEGR1,257194,C1orf173,127254
hg257194tg1573,NEGR1-CYP2J2,NEGR1,257194,CYP2J2,1573
hg257194tg1634,NEGR1-DCN,NEGR1,257194,DCN,1634
hg79661tg79661,NEIL1-NEIL1,NEIL1,79661,NEIL1,79661
hg252969tg145567,NEIL2-TTC7B,NEIL2,252969,TTC7B,145567
hg55247tg175,NEIL3-AGA,NEIL3,55247,AGA,175
hg79858tg622,NEK11-BDH1,NEK11,79858,BDH1,622
hg4751tg51603,NEK2-METTL13,NEK2,4751,METTL13,51603
hg4752tg727936,NEK3-GXYLT2,NEK3,4752,GXYLT2,727936
hg6787tg29072,NEK4-SETD2,NEK4,6787,SETD2,29072
hg140609tg64754,NEK7-SMYD3,NEK7,140609,SMYD3,64754
hg91754tg80314,NEK9-EPC1,NEK9,91754,EPC1,80314
hg91754tg10972,NEK9-TMED10,NEK9,91754,TMED10,10972
hg7469tg353497,NELFA-POLN,NELFA,7469,POLN,353497
hg7469tg6002,NELFA-RGS12,NELFA,7469,RGS12,6002
hg25920tg54932,NELFB-EXD3,NELFB,25920,EXD3,54932
hg25920tg54461,NELFB-FBXW5,NELFB,25920,FBXW5,54461
hg51497tg51497,NELFCD-NELFCD,NELFCD,51497,NELFCD,51497
hg4745tg56935,NELL1-SMCO4,NELL1,4745,SMCO4,56935
hg4753tg10956,NELL2-OS9,NELL2,4753,OS9,10956
hg9147tg283551,NEMF-C14orf182,NEMF,9147,C14orf182,283551
hg9147tg8814,NEMF-CDKL1,NEMF,9147,CDKL1,8814
hg9147tg9147,NEMF-NEMF,NEMF,9147,NEMF,9147
hg9147tg6655,NEMF-SOS2,NEMF,9147,SOS2,6655
hg4756tg25927,NEO1-CNRIP1,NEO1,4756,CNRIP1,25927
hg4756tg54878,NEO1-DPP8,NEO1,4756,DPP8,54878
hg4756tg2585,NEO1-GALK2,NEO1,4756,GALK2,2585
hg4756tg79875,NEO1-THSD4,NEO1,4756,THSD4,79875
hg4756tg7531,NEO1-YWHAE,NEO1,4756,YWHAE,7531
hg10276tg6296,NET1-ACSM3,NET1,10276,ACSM3,6296
hg10276tg57494,NET1-RIMKLB,NET1,10276,RIMKLB,57494
hg10825tg23649,NEU3-POLA2,NEU3,10825,POLA2,23649
hg10825tg54212,NEU3-SNTG1,NEU3,10825,SNTG1,54212
hg91624tg26289,NEXN-AK5,NEXN,91624,AK5,26289
hg91624tg91624,NEXN-NEXN,NEXN,91624,NEXN,91624
hg4763tg340273,NF1-ABCB5,NF1,4763,ABCB5,340273
hg4763tg31,NF1-ACACA,NF1,4763,ACACA,31
hg4763tg40,NF1-ASIC2,NF1,4763,ASIC2,40
hg4763tg79915,NF1-ATAD5,NF1,4763,ATAD5,79915
hg4763tg57003,NF1-CCDC47,NF1,4763,CCDC47,57003
hg4763tg80279,NF1-CDK5RAP3,NF1,4763,CDK5RAP3,80279
hg4763tg2673,NF1-GFPT1,NF1,4763,GFPT1,2673
hg4763tg6416,NF1-MAP2K4,NF1,4763,MAP2K4,6416
hg4763tg26073,NF1-POLDIP2,NF1,4763,POLDIP2,26073
hg4763tg5717,NF1-PSMD11,NF1,4763,PSMD11,5717
hg4763tg84440,NF1-RAB11FIP4,NF1,4763,RAB11FIP4,84440
hg4763tg9978,NF1-RBX1,NF1,4763,RBX1,9978
hg4763tg55288,NF1-RHOT1,NF1,4763,RHOT1,55288
hg4763tg9667,NF1-SAFB2,NF1,4763,SAFB2,9667
hg4763tg113235,NF1-SLC46A1,NF1,4763,SLC46A1,113235
hg4763tg124912,NF1-SPACA3,NF1,4763,SPACA3,124912
hg4763tg55006,NF1-TRMT61B,NF1,4763,TRMT61B,55006
hg4771tg164633,NF2-CABP7,NF2,4771,CABP7,164633
hg4771tg64800,NF2-EFCAB6,NF2,4771,EFCAB6,64800
hg4771tg8664,NF2-EIF3D,NF2,4771,EIF3D,8664
hg4771tg9402,NF2-GRAP2,NF2,4771,GRAP2,9402
hg4771tg8554,NF2-PIAS1,NF2,4771,PIAS1,8554
hg23114tg493,NFASC-ATP2B4,NFASC,23114,ATP2B4,493
hg23114tg4914,NFASC-NTRK1,NFASC,23114,NTRK1,4914
hg23114tg4660,NFASC-PPP1R12B,NFASC,23114,PPP1R12B,4660
hg23114tg10313,NFASC-RTN3,NFASC,23114,RTN3,10313
hg10725tg114784,NFAT5-CSMD2,NFAT5,10725,CSMD2,114784
hg10725tg163259,NFAT5-DENND2C,NFAT5,10725,DENND2C,163259
hg10725tg83657,NFAT5-DYNLRB2,NFAT5,10725,DYNLRB2,83657
hg10725tg9798,NFAT5-IST1,NFAT5,10725,IST1,9798
hg10725tg1728,NFAT5-NQO1,NFAT5,10725,NQO1,1728
hg10725tg9057,NFAT5-SLC7A6,NFAT5,10725,SLC7A6,9057
hg10725tg6645,NFAT5-SNTB2,NFAT5,10725,SNTB2,6645
hg10725tg11060,NFAT5-WWP2,NFAT5,10725,WWP2,11060
hg4772tg2055,NFATC1-CLN8,NFATC1,4772,CLN8,2055
hg4773tg10079,NFATC2-ATP9A,NFATC2,4773,ATP9A,10079
hg4773tg8530,NFATC2-CST7,NFATC2,4773,CST7,8530
hg4773tg55816,NFATC2-DOK5,NFATC2,4773,DOK5,55816
hg4773tg2130,NFATC2-EWSR1,NFATC2,4773,EWSR1,2130
hg84901tg9951,NFATC2IP-HS3ST4,NFATC2IP,84901,HS3ST4,9951
hg84901tg23247,NFATC2IP-KIAA0556,NFATC2IP,84901,KIAA0556,23247
hg4775tg999,NFATC3-CDH1,NFATC3,4775,CDH1,999
hg4775tg4775,NFATC3-NFATC3,NFATC3,4775,NFATC3,4775
hg4775tg23659,NFATC3-PLA2G15,NFATC3,4775,PLA2G15,23659
hg4775tg124045,NFATC3-SPATA33,NFATC3,4775,SPATA33,124045
hg4775tg84936,NFATC3-ZFYVE19,NFATC3,4775,ZFYVE19,84936
hg4779tg10498,NFE2L1-CARM1,NFE2L1,4779,CARM1,10498
hg4779tg51226,NFE2L1-COPZ2,NFE2L1,4779,COPZ2,51226
hg4779tg2022,NFE2L1-ENG,NFE2L1,4779,ENG,2022
hg4779tg55163,NFE2L1-PNPO,NFE2L1,4779,PNPO,55163
hg4779tg201266,NFE2L1-SLC39A11,NFE2L1,4779,SLC39A11,201266
hg4779tg6668,NFE2L1-SP2,NFE2L1,4779,SP2,6668
hg4780tg50940,NFE2L2-PDE11A,NFE2L2,4780,PDE11A,50940
hg4780tg81671,NFE2L2-VMP1,NFE2L2,4780,VMP1,81671
hg9603tg11335,NFE2L3-CBX3,NFE2L3,9603,CBX3,11335
hg9603tg4852,NFE2L3-NPY,NFE2L3,9603,NPY,4852
hg9603tg8460,NFE2L3-TPST1,NFE2L3,9603,TPST1,8460
hg4774tg8099,NFIA-CDK2AP1,NFIA,4774,CDK2AP1,8099
hg4774tg1179,NFIA-CLCA1,NFIA,4774,CLCA1,1179
hg4774tg1573,NFIA-CYP2J2,NFIA,4774,CYP2J2,1573
hg4774tg55328,NFIA-RNLS,NFIA,4774,RNLS,55328
hg4781tg6801,NFIB-STRN,NFIB,4781,STRN,6801
hg4781tg7328,NFIB-UBE2H,NFIB,4781,UBE2H,7328
hg4781tg340481,NFIB-ZDHHC21,NFIB,4781,ZDHHC21,340481
hg4782tg60680,NFIC-CELF5,NFIC,4782,CELF5,60680
hg4782tg92359,NFIC-CRB3,NFIC,4782,CRB3,92359
hg4782tg51690,NFIC-LSM7,NFIC,4782,LSM7,51690
hg4782tg84954,NFIC-MPND,NFIC,4782,MPND,84954
hg4782tg124045,NFIC-SPATA33,NFIC,4782,SPATA33,124045
hg4782tg79816,NFIC-TLE6,NFIC,4782,TLE6,79816
hg4782tg23025,NFIC-UNC13A,NFIC,4782,UNC13A,23025
hg4784tg811,NFIX-CALR,NFIX,4784,CALR,811
hg4784tg1785,NFIX-DNM2,NFIX,4784,DNM2,1785
hg4784tg54815,NFIX-GATAD2A,NFIX,4784,GATAD2A,54815
hg4784tg2639,NFIX-GCDH,NFIX,4784,GCDH,2639
hg4784tg4038,NFIX-LRP4,NFIX,4784,LRP4,4038
hg4784tg22983,NFIX-MAST1,NFIX,4784,MAST1,22983
hg4784tg5886,NFIX-RAD23A,NFIX,4784,RAD23A,5886
hg4784tg9649,NFIX-RALGPS1,NFIX,4784,RALGPS1,9649
hg4784tg5989,NFIX-RFX1,NFIX,4784,RFX1,5989
hg4784tg10535,NFIX-RNASEH2A,NFIX,4784,RNASEH2A,10535
hg4784tg80232,NFIX-WDR26,NFIX,4784,WDR26,80232
hg4790tg375612,NFKB1-LHFPL3,NFKB1,4790,LHFPL3,375612
hg4793tg653499,NFKBIB-LGALS7B,NFKBIB,4793,LGALS7B,653499
hg84807tg7305,NFKBID-TYROBP,NFKBID,84807,TYROBP,7305
hg4798tg56253,NFRKB-CRTAM,NFRKB,4798,CRTAM,56253
hg9054tg60436,NFS1-TGIF2,NFS1,9054,TGIF2,60436
hg4799tg48,NFX1-ACO1,NFX1,4799,ACO1,48
hg4799tg3301,NFX1-DNAJA1,NFX1,4799,DNAJA1,3301
hg4799tg1993,NFX1-ELAVL2,NFX1,4799,ELAVL2,1993
hg4799tg27290,NFX1-SPINK4,NFX1,4799,SPINK4,27290
hg152518tg1259,NFXL1-CNGA1,NFXL1,152518,CNGA1,1259
hg152518tg51138,NFXL1-COPS4,NFXL1,152518,COPS4,51138
hg152518tg9364,NFXL1-RAB28,NFXL1,152518,RAB28,9364
hg4800tg79865,NFYA-TREML2,NFYA,4800,TREML2,79865
hg51335tg100526783,NGRN-C15orf38,NGRN,51335,C15orf38,100526783
hg51335tg374655,NGRN-ZNF710,NGRN,51335,ZNF710,374655
hg79840tg26275,NHEJ1-HIBCH,NHEJ1,79840,HIBCH,26275
hg387921tg2186,NHLRC3-BPTF,NHLRC3,387921,BPTF,2186
hg387921tg5119,NHLRC3-CHMP1A,NHLRC3,387921,CHMP1A,5119
hg387921tg55741,NHLRC3-EDEM2,NHLRC3,387921,EDEM2,55741
hg387921tg5058,NHLRC3-PAK1,NHLRC3,387921,PAK1,5058
hg387921tg55833,NHLRC3-UBAP2,NHLRC3,387921,UBAP2,55833
hg387921tg7419,NHLRC3-VDAC3,NHLRC3,387921,VDAC3,7419
hg4809tg25814,NHP2L1-ATXN10,NHP2L1,4809,ATXN10,25814
hg4810tg50848,NHS-F11R,NHS,4810,F11R,50848
hg57224tg57221,NHSL1-KIAA1244,NHSL1,57224,KIAA1244,57221
hg57224tg51534,NHSL1-VTA1,NHSL1,57224,VTA1,51534
hg4811tg10014,NID1-HDAC5,NID1,4811,HDAC5,10014
hg4811tg4745,NID1-NELL1,NID1,4811,NELL1,4745
hg60491tg4999,NIF3L1-ORC2,NIF3L1,60491,ORC2,4999
hg51199tg145447,NIN-ABHD12B,NIN,51199,ABHD12B,145447
hg51199tg843,NIN-CASP10,NIN,51199,CASP10,843
hg51199tg9147,NIN-NEMF,NIN,51199,NEMF,9147
hg51199tg5159,NIN-PDGFRB,NIN,51199,PDGFRB,5159
hg22981tg2631,NINL-GBAS,NINL,22981,GBAS,2631
hg22981tg9837,NINL-GINS1,NINL,22981,GINS1,9837
hg22981tg51126,NINL-NAA20,NINL,22981,NAA20,51126
hg81614tg23191,NIPA2-CYFIP1,NIPA2,81614,CYFIP1,23191
hg79815tg26166,NIPAL2-RGS22,NIPAL2,79815,RGS22,26166
hg57185tg9989,NIPAL3-PPP4R1,NIPAL3,57185,PPP4R1,9989
hg25836tg26057,NIPBL-ANKRD17,NIPBL,25836,ANKRD17,26057
hg25836tg56938,NIPBL-ARNTL2,NIPBL,25836,ARNTL2,56938
hg25836tg65250,NIPBL-C5orf42,NIPBL,25836,C5orf42,65250
hg25836tg2255,NIPBL-FGF10,NIPBL,25836,FGF10,2255
hg25836tg4651,NIPBL-MYO10,NIPBL,25836,MYO10,4651
hg25836tg9631,NIPBL-NUP155,NIPBL,25836,NUP155,9631
hg25836tg79925,NIPBL-SPEF2,NIPBL,25836,SPEF2,79925
hg25836tg55100,NIPBL-WDR70,NIPBL,25836,WDR70,55100
hg11188tg25981,NISCH-DNAH1,NISCH,11188,DNAH1,25981
hg11188tg11188,NISCH-NISCH,NISCH,11188,NISCH,11188
hg11188tg55193,NISCH-PBRM1,NISCH,11188,PBRM1,55193
hg4817tg57103,NIT1-C12orf5,NIT1,4817,C12orf5,57103
hg4817tg92346,NIT1-C1orf105,NIT1,4817,C1orf105,92346
hg286183tg9760,NKAIN3-TOX,NKAIN3,286183,TOX,9760
hg85407tg29117,NKD1-BRD7,NKD1,85407,BRD7,29117
hg85407tg64282,NKD1-PAPD5,NKD1,85407,PAPD5,64282
hg4820tg55142,NKTR-HAUS2,NKTR,4820,HAUS2,55142
hg4820tg10193,NKTR-RNF41,NKTR,4820,RNF41,10193
hg4820tg54986,NKTR-ULK4,NKTR,4820,ULK4,54986
hg84504tg257,NKX6-2-ALX3,NKX6-2,84504,ALX3,257
hg22871tg152137,NLGN1-CCDC50,NLGN1,22871,CCDC50,152137
hg54413tg9968,NLGN3-MED12,NLGN3,54413,MED12,9968
hg22829tg388336,NLGN4Y-SHISA6,NLGN4Y,22829,SHISA6,388336
hg51701tg54828,NLK-BCAS3,NLK,51701,BCAS3,54828
hg51701tg55816,NLK-DOK5,NLK,51701,DOK5,55816
hg51701tg9844,NLK-ELMO1,NLK,51701,ELMO1,9844
hg51701tg8844,NLK-KSR1,NLK,51701,KSR1,8844
hg51701tg3965,NLK-LGALS9,NLK,51701,LGALS9,3965
hg51701tg201266,NLK-SLC39A11,NLK,51701,SLC39A11,201266
hg57486tg375449,NLN-MAST4,NLN,57486,MAST4,375449
hg84166tg79068,NLRC5-FTO,NLRC5,84166,FTO,79068
hg84166tg3608,NLRC5-ILF2,NLRC5,84166,ILF2,3608
hg84166tg9688,NLRC5-NUP93,NLRC5,84166,NUP93,9688
hg51068tg55230,NMD3-USP40,NMD3,51068,USP40,55230
hg4830tg4831,NME1-NME2,NME1,4830,NME2,4831
hg654364tg9043,NME1-NME2-SPAG9,NME1-NME2,654364,SPAG9,9043
hg4831tg79777,NME2-ACBD4,NME2,4831,ACBD4,79777
hg10201tg646424,NME6-SPINK8,NME6,10201,SPINK8,646424
hg29922tg8564,NME7-KMO,NME7,29922,KMO,8564
hg29922tg261726,NME7-TIPRL,NME7,29922,TIPRL,261726
hg349565tg5947,NMNAT3-RBP1,NMNAT3,349565,RBP1,5947
hg57407tg5579,NMRAL1-PRKCB,NMRAL1,57407,PRKCB,5579
hg4836tg51701,NMT1-NLK,NMT1,4836,NLK,51701
hg4836tg4836,NMT1-NMT1,NMT1,4836,NMT1,4836
hg9397tg119391,NMT2-GSTO2,NMT2,9397,GSTO2,119391
hg9397tg8516,NMT2-ITGA8,NMT2,9397,ITGA8,8516
hg4826tg5799,NNAT-PTPRN2,NNAT,4826,PTPRN2,5799
hg23530tg167359,NNT-NIM1,NNT,23530,NIM1,167359
hg23530tg5618,NNT-PRLR,NNT,23530,PRLR,5618
hg26155tg81669,NOC2L-CCNL2,NOC2L,26155,CCNL2,81669
hg79050tg79058,NOC4L-ASPSCR1,NOC4L,79050,ASPSCR1,79058
hg79050tg55576,NOC4L-STAB2,NOC4L,79050,STAB2,55576
hg79954tg3065,NOL10-HDAC1,NOL10,79954,HDAC1,3065
hg79954tg51056,NOL10-LAP3,NOL10,79954,LAP3,51056
hg25926tg84433,NOL11-CARD11,NOL11,25926,CARD11,84433
hg79159tg3956,NOL12-LGALS1,NOL12,79159,LGALS1,3956
hg55035tg2395,NOL8-FXN,NOL8,55035,FXN,2395
hg79707tg11315,NOL9-PARK7,NOL9,79707,PARK7,11315
hg79707tg54952,NOL9-TRNAU1AP,NOL9,79707,TRNAU1AP,54952
hg9221tg389434,NOLC1-IYD,NOLC1,9221,IYD,389434
hg9221tg283576,NOLC1-ZDHHC22,NOLC1,9221,ZDHHC22,283576
hg64434tg4601,NOM1-MXI1,NOM1,64434,MXI1,4601
hg64434tg140545,NOM1-RNF32,NOM1,64434,RNF32,140545
hg23420tg4363,NOMO1-ABCC1,NOMO1,23420,ABCC1,4363
hg23420tg4629,NOMO1-MYH11,NOMO1,23420,MYH11,4629
hg23420tg54820,NOMO1-NDE1,NOMO1,23420,NDE1,54820
hg283820tg64319,NOMO2-FBRS,NOMO2,283820,FBRS,64319
hg408050tg4363,NOMO3-ABCC1,NOMO3,408050,ABCC1,4363
hg408050tg7023,NOMO3-TFAP4,NOMO3,408050,TFAP4,7023
hg4839tg6176,NOP2-RPLP1,NOP2,4839,RPLP1,6176
hg4839tg6929,NOP2-TCF3,NOP2,4839,TCF3,6929
hg10528tg2926,NOP56-GRSF1,NOP56,10528,GRSF1,2926
hg10528tg753,NOP56-LDLRAD4,NOP56,10528,LDLRAD4,753
hg10528tg132299,NOP56-OCIAD2,NOP56,10528,OCIAD2,132299
hg51602tg86,NOP58-ACTL6A,NOP58,51602,ACTL6A,86
hg51602tg659,NOP58-BMPR2,NOP58,51602,BMPR2,659
hg51602tg51112,NOP58-TRAPPC12,NOP58,51602,TRAPPC12,51112
hg9722tg55870,NOS1AP-ASH1L,NOS1AP,9722,ASH1L,55870
hg9722tg22926,NOS1AP-ATF6,NOS1AP,9722,ATF6,22926
hg9722tg23127,NOS1AP-COLGALT2,NOS1AP,9722,COLGALT2,23127
hg9722tg80133,NOS1AP-MROH9,NOS1AP,9722,MROH9,80133
hg51070tg57333,NOSIP-RCN3,NOSIP,51070,RCN3,57333
hg4851tg6928,NOTCH1-HNF1B,NOTCH1,4851,HNF1B,6928
hg4851tg8021,NOTCH1-NUP214,NOTCH1,4851,NUP214,8021
hg4851tg10807,NOTCH1-SDCCAG3,NOTCH1,4851,SDCCAG3,10807
hg4851tg84216,NOTCH1-TMEM117,NOTCH1,4851,TMEM117,84216
hg4853tg9332,NOTCH2-CD163,NOTCH2,4853,CD163,9332
hg4853tg80157,NOTCH2-CWH43,NOTCH2,4853,CWH43,80157
hg4853tg23499,NOTCH2-MACF1,NOTCH2,4853,MACF1,23499
hg4853tg9659,NOTCH2-PDE4DIP,NOTCH2,4853,PDE4DIP,9659
hg4853tg10745,NOTCH2-PHTF1,NOTCH2,4853,PHTF1,10745
