FusionGID,FusionGene,Hgene,HGID,Tgene,TGID
hg79602tg114134,ADIPOR2-SLC2A13,ADIPOR2,79602,SLC2A13,114134
hg132tg64072,ADK-CDH23,ADK,132,CDH23,64072
hg132tg317662,ADK-FAM149B1,ADK,132,FAM149B1,317662
hg132tg347731,ADK-LRRTM3,ADK,132,LRRTM3,347731
hg132tg55361,ADK-PI4K2A,ADK,132,PI4K2A,55361
hg132tg23411,ADK-SIRT1,ADK,132,SIRT1,23411
hg79924tg85358,ADM2-SHANK3,ADM2,79924,SHANK3,85358
hg23394tg10893,ADNP-MMP24,ADNP,23394,MMP24,10893
hg23394tg51097,ADNP-SCCPDH,ADNP,23394,SCCPDH,51097
hg23394tg10388,ADNP-SYCP2,ADNP,23394,SYCP2,10388
hg22850tg80148,ADNP2-PQLC1,ADNP2,22850,PQLC1,80148
hg136tg8224,ADORA2B-SYN3,ADORA2B,136,SYN3,8224
hg136tg54902,ADORA2B-TTC19,ADORA2B,136,TTC19,54902
hg54936tg23729,ADPRHL2-SHPK,ADPRHL2,54936,SHPK,23729
hg156tg54971,ADRBK1-BANP,ADRBK1,156,BANP,54971
hg156tg6175,ADRBK1-RPLP0,ADRBK1,156,RPLP0,6175
hg157tg2033,ADRBK2-EP300,ADRBK2,157,EP300,2033
hg157tg162494,ADRBK2-RHBDL3,ADRBK2,157,RHBDL3,162494
hg157tg644186,ADRBK2-SYCE3,ADRBK2,157,SYCE3,644186
hg157tg84133,ADRBK2-ZNRF3,ADRBK2,157,ZNRF3,84133
hg11047tg22948,ADRM1-CCT5,ADRM1,11047,CCT5,22948
hg158tg57591,ADSL-MKL1,ADSL,158,MKL1,57591
hg158tg5816,ADSL-PVALB,ADSL,158,PVALB,5816
hg159tg65981,ADSS-CAPRIN2,ADSS,159,CAPRIN2,65981
hg165tg165,AEBP1-AEBP1,AEBP1,165,AEBP1,165
hg121536tg114984,AEBP2-FLYWCH2,AEBP2,121536,FLYWCH2,114984
hg121536tg2998,AEBP2-GYS2,AEBP2,121536,GYS2,2998
hg121536tg6489,AEBP2-ST8SIA1,AEBP2,121536,ST8SIA1,6489
hg60312tg80333,AFAP1-KCNIP4,AFAP1,60312,KCNIP4,80333
hg84632tg2746,AFAP1L2-GLUD1,AFAP1L2,84632,GLUD1,2746
hg4299tg27,AFF1-ABL2,AFF1,4299,ABL2,27
hg4299tg8038,AFF1-ADAM12,AFF1,4299,ADAM12,8038
hg4299tg4299,AFF1-AFF1,AFF1,4299,AFF1,4299
hg4299tg147015,AFF1-DHRS13,AFF1,4299,DHRS13,147015
hg4299tg8667,AFF1-EIF3H,AFF1,4299,EIF3H,8667
hg4299tg64778,AFF1-FNDC3B,AFF1,4299,FNDC3B,64778
hg4299tg4297,AFF1-KMT2A,AFF1,4299,KMT2A,4297
hg4299tg80336,AFF1-PABPC1L,AFF1,4299,PABPC1L,80336
hg4299tg5783,AFF1-PTPN13,AFF1,4299,PTPN13,5783
hg4299tg7323,AFF1-UBE2D3,AFF1,4299,UBE2D3,7323
hg4299tg51741,AFF1-WWOX,AFF1,4299,WWOX,51741
hg3899tg136991,AFF3-ASZ1,AFF3,3899,ASZ1,136991
hg3899tg9669,AFF3-EIF5B,AFF3,3899,EIF5B,9669
hg3899tg10014,AFF3-HDAC5,AFF3,3899,HDAC5,10014
hg3899tg50618,AFF3-ITSN2,AFF3,3899,ITSN2,50618
hg3899tg4297,AFF3-KMT2A,AFF3,3899,KMT2A,4297
hg3899tg4862,AFF3-NPAS2,AFF3,3899,NPAS2,4862
hg3899tg79595,AFF3-SAP130,AFF3,3899,SAP130,79595
hg3899tg26149,AFF3-ZNF658,AFF3,3899,ZNF658,26149
hg27125tg23105,AFF4-FSTL4,AFF4,27125,FSTL4,23105
hg27125tg54221,AFF4-SNTG2,AFF4,27125,SNTG2,54221
hg10939tg4069,AFG3L2-LYZ,AFG3L2,10939,LYZ,4069
hg10939tg63895,AFG3L2-PIEZO2,AFG3L2,10939,PIEZO2,63895
hg10939tg7074,AFG3L2-TIAM1,AFG3L2,10939,TIAM1,7074
hg173tg213,AFM-ALB,AFM,173,ALB,213
hg125061tg147138,AFMID-TMC8,AFMID,125061,TMC8,147138
hg174tg80209,AFP-PROSER1,AFP,174,PROSER1,80209
hg54812tg7068,AFTPH-THRB,AFTPH,54812,THRB,7068
hg116987tg15,AGAP1-AANAT,AGAP1,116987,AANAT,15
hg116987tg64708,AGAP1-COPS7B,AGAP1,116987,COPS7B,64708
hg116987tg2066,AGAP1-ERBB4,AGAP1,116987,ERBB4,2066
hg116987tg64135,AGAP1-IFIH1,AGAP1,116987,IFIH1,64135
hg116987tg135138,AGAP1-PACRG,AGAP1,116987,PACRG,135138
hg116987tg58480,AGAP1-RHOU,AGAP1,116987,RHOU,58480
hg116987tg11262,AGAP1-SP140,AGAP1,116987,SP140,11262
hg116987tg93349,AGAP1-SP140L,AGAP1,116987,SP140L,93349
hg116987tg54558,AGAP1-SPATA6,AGAP1,116987,SPATA6,54558
hg116987tg121665,AGAP1-SPPL3,AGAP1,116987,SPPL3,121665
hg116987tg29953,AGAP1-TRHDE,AGAP1,116987,TRHDE,29953
hg116987tg54658,AGAP1-UGT1A1,AGAP1,116987,UGT1A1,54658
hg116987tg54575,AGAP1-UGT1A10,AGAP1,116987,UGT1A10,54575
hg116987tg54659,AGAP1-UGT1A3,AGAP1,116987,UGT1A3,54659
hg116987tg54657,AGAP1-UGT1A4,AGAP1,116987,UGT1A4,54657
hg116987tg54579,AGAP1-UGT1A5,AGAP1,116987,UGT1A5,54579
hg116987tg54578,AGAP1-UGT1A6,AGAP1,116987,UGT1A6,54578
hg116987tg54577,AGAP1-UGT1A7,AGAP1,116987,UGT1A7,54577
hg116987tg54576,AGAP1-UGT1A8,AGAP1,116987,UGT1A8,54576
hg116987tg54600,AGAP1-UGT1A9,AGAP1,116987,UGT1A9,54600
hg116987tg55230,AGAP1-USP40,AGAP1,116987,USP40,55230
hg116987tg7485,AGAP1-WRB,AGAP1,116987,WRB,7485
hg116987tg51101,AGAP1-ZC2HC1A,AGAP1,116987,ZC2HC1A,51101
hg116986tg4848,AGAP2-CNOT2,AGAP2,116986,CNOT2,4848
hg116986tg1594,AGAP2-CYP27B1,AGAP2,116986,CYP27B1,1594
hg116986tg5225,AGAP2-PGC,AGAP2,116986,PGC,5225
hg116988tg5393,AGAP3-EXOSC9,AGAP3,116988,EXOSC9,5393
hg116988tg2913,AGAP3-GRM3,AGAP3,116988,GRM3,2913
hg116988tg5649,AGAP3-RELN,AGAP3,116988,RELN,5649
hg116988tg6694,AGAP3-SPP2,AGAP3,116988,SPP2,6694
hg116988tg7038,AGAP3-TG,AGAP3,116988,TG,7038
hg84871tg79656,AGBL4-BEND5,AGBL4,84871,BEND5,79656
hg84871tg51514,AGBL4-DTL,AGBL4,84871,DTL,51514
hg84871tg11124,AGBL4-FAF1,AGBL4,84871,FAF1,11124
hg177tg729238,AGER-SFTPA2,AGER,177,SFTPA2,729238
hg3267tg56947,AGFG1-MFF,AGFG1,3267,MFF,56947
hg3268tg10552,AGFG2-ARPC1A,AGFG2,3268,ARPC1A,10552
hg3268tg10980,AGFG2-COPS6,AGFG2,3268,COPS6,10980
hg3268tg349149,AGFG2-GJC3,AGFG2,3268,GJC3,349149
hg55750tg673,AGK-BRAF,AGK,55750,BRAF,673
hg392636tg4223,AGMO-MEOX2,AGMO,392636,MEOX2,4223
hg26523tg3514,AGO1-IGKC,AGO1,26523,IGKC,3514
hg27161tg196385,AGO2-DNAH10,AGO2,27161,DNAH10,196385
hg27161tg389690,AGO2-MROH5,AGO2,27161,MROH5,389690
hg27161tg5747,AGO2-PTK2,AGO2,27161,PTK2,5747
hg27161tg83696,AGO2-TRAPPC9,AGO2,27161,TRAPPC9,83696
hg192670tg192670,AGO4-AGO4,AGO4,192670,AGO4,192670
hg10555tg56882,AGPAT2-CDC42SE1,AGPAT2,10555,CDC42SE1,56882
hg56894tg6721,AGPAT3-SREBF2,AGPAT3,56894,SREBF2,6721
hg55326tg79648,AGPAT5-MCPH1,AGPAT5,55326,MCPH1,79648
hg55326tg203074,AGPAT5-PRSS55,AGPAT5,55326,PRSS55,203074
hg137964tg8754,AGPAT6-ADAM9,AGPAT6,137964,ADAM9,8754
hg137964tg2339,AGPAT6-FNTA,AGPAT6,137964,FNTA,2339
hg8540tg220988,AGPS-HNRNPA3,AGPS,8540,HNRNPA3,220988
hg8540tg344148,AGPS-NCKAP5,AGPS,8540,NCKAP5,344148
hg10551tg30001,AGR2-ERO1L,AGR2,10551,ERO1L,30001
hg375790tg375790,AGRN-AGRN,AGRN,375790,AGRN,375790
hg375790tg10256,AGRN-CNKSR1,AGRN,375790,CNKSR1,10256
hg375790tg54414,AGRN-SIAE,AGRN,375790,SIAE,54414
hg23287tg1612,AGTPBP1-DAPK1,AGTPBP1,23287,DAPK1,1612
hg23287tg8637,AGTPBP1-EIF4EBP3,AGTPBP1,23287,EIF4EBP3,8637
hg23287tg2776,AGTPBP1-GNAQ,AGTPBP1,23287,GNAQ,2776
hg57085tg673,AGTRAP-BRAF,AGTRAP,57085,BRAF,673
hg25909tg64754,AHCTF1-SMYD3,AHCTF1,25909,SMYD3,64754
hg25909tg64216,AHCTF1-TFB2M,AHCTF1,25909,TFB2M,64216
hg191tg128869,AHCY-PIGU,AHCY,191,PIGU,128869
hg191tg6176,AHCY-RPLP1,AHCY,191,RPLP1,6176
hg10768tg2773,AHCYL1-GNAI3,AHCYL1,10768,GNAI3,2773
hg10768tg2949,AHCYL1-GSTM5,AHCYL1,10768,GSTM5,2949
hg10768tg127255,AHCYL1-LRRIQ3,AHCYL1,10768,LRRIQ3,127255
hg10768tg10905,AHCYL1-MAN1A2,AHCYL1,10768,MAN1A2,10905
hg23382tg5972,AHCYL2-REN,AHCYL2,23382,REN,5972
hg54806tg160419,AHI1-C12orf50,AHI1,54806,C12orf50,160419
hg54806tg10767,AHI1-HBS1L,AHI1,54806,HBS1L,10767
hg54806tg4602,AHI1-MYB,AHI1,54806,MYB,4602
hg54806tg6146,AHI1-RPL22,AHI1,54806,RPL22,6146
hg54806tg6446,AHI1-SGK1,AHI1,54806,SGK1,6446
hg79026tg5977,AHNAK-DPF2,AHNAK,79026,DPF2,5977
hg79026tg80789,AHNAK-INTS5,AHNAK,79026,INTS5,80789
hg79026tg152485,AHNAK-ZNF827,AHNAK,79026,ZNF827,152485
hg196tg8450,AHR-CUL4B,AHR,196,CUL4B,8450
hg196tg27075,AHR-TSPAN13,AHR,196,TSPAN13,27075
hg57491tg57491,AHRR-AHRR,AHRR,57491,AHRR,57491
hg57491tg153478,AHRR-PLEKHG4B,AHRR,57491,PLEKHG4B,153478
hg130872tg171023,AHSA2-ASXL1,AHSA2,130872,ASXL1,171023
hg197tg3827,AHSG-KNG1,AHSG,197,KNG1,3827
hg57379tg84679,AICDA-SLC9A7,AICDA,57379,SLC9A7,84679
hg64853tg375056,AIDA-MIA3,AIDA,64853,MIA3,375056
hg51390tg9527,AIG1-GOSR1,AIG1,51390,GOSR1,9527
hg51151tg84071,AIM1-ARMC2,AIM1,51151,ARMC2,84071
hg9255tg79658,AIMP1-ARHGAP10,AIMP1,9255,ARHGAP10,79658
hg9255tg8878,AIMP1-SQSTM1,AIMP1,9255,SQSTM1,8878
hg7965tg27102,AIMP2-EIF2AK1,AIMP2,7965,EIF2AK1,27102
hg55966tg9265,AJAP1-CYTH3,AJAP1,55966,CYTH3,9265
hg84962tg55125,AJUBA-CEP192,AJUBA,84962,CEP192,55125
hg203tg27090,AK1-ST6GALNAC4,AK1,203,ST6GALNAC4,27090
hg50808tg81704,AK3-DOCK8,AK3,50808,DOCK8,81704
hg50808tg10171,AK3-RCL1,AK3,50808,RCL1,10171
hg205tg55706,AK4-NDC1,AK4,205,NDC1,55706
hg8165tg339210,AKAP1-C17orf67,AKAP1,8165,C17orf67,339210
hg11216tg6348,AKAP10-CCL3,AKAP10,11216,CCL3,6348
hg11216tg55975,AKAP10-KLHL7,AKAP10,11216,KLHL7,55975
hg11215tg23196,AKAP11-FAM120A,AKAP11,11215,FAM120A,23196
hg11215tg221037,AKAP11-JMJD1C,AKAP11,11215,JMJD1C,221037
hg9590tg10973,AKAP12-ASCC3,AKAP12,9590,ASCC3,10973
hg11214tg113201,AKAP13-CASC4,AKAP13,11214,CASC4,113201
hg11214tg1106,AKAP13-CHD2,AKAP13,11214,CHD2,1106
hg11214tg3084,AKAP13-NRG1,AKAP13,11214,NRG1,3084
hg11214tg4916,AKAP13-NTRK3,AKAP13,11214,NTRK3,4916
hg445815tg84263,AKAP2-HSDL2,AKAP2,445815,HSDL2,84263
hg445815tg5121,AKAP2-PCP4,AKAP2,445815,PCP4,5121
hg9465tg79747,AKAP7-ADGB,AKAP7,9465,ADGB,79747
hg9465tg2099,AKAP7-ESR1,AKAP7,9465,ESR1,2099
hg9465tg3097,AKAP7-HIVEP2,AKAP7,9465,HIVEP2,3097
hg9465tg5583,AKAP7-PRKCH,AKAP7,9465,PRKCH,5583
hg10270tg23476,AKAP8-BRD4,AKAP8,10270,BRD4,23476
hg10270tg1119,AKAP8-CHKA,AKAP8,10270,CHKA,1119
hg10270tg10147,AKAP8-SUGP2,AKAP8,10270,SUGP2,10147
hg10270tg5976,AKAP8-UPF1,AKAP8,10270,UPF1,5976
hg26993tg146779,AKAP8L-EFCAB3,AKAP8L,26993,EFCAB3,146779
hg10142tg375248,AKAP9-ANKRD36,AKAP9,10142,ANKRD36,375248
hg10142tg5218,AKAP9-CDK14,AKAP9,10142,CDK14,5218
hg10142tg4627,AKAP9-MYH9,AKAP9,10142,MYH9,4627
hg10142tg5445,AKAP9-PON2,AKAP9,10142,PON2,5445
hg10142tg861,AKAP9-RUNX1,AKAP9,10142,RUNX1,861
hg10142tg7551,AKAP9-ZNF3,AKAP9,10142,ZNF3,7551
hg55122tg79722,AKIRIN2-ANKRD55,AKIRIN2,55122,ANKRD55,79722
hg10327tg28974,AKR1A1-C19orf53,AKR1A1,10327,C19orf53,28974
hg1645tg5373,AKR1C1-PMM2,AKR1C1,1645,PMM2,5373
hg83592tg51322,AKR1E2-WAC,AKR1E2,83592,WAC,51322
hg207tg567,AKT1-B2M,AKT1,207,B2M,567
hg207tg162989,AKT1-DEDD2,AKT1,207,DEDD2,162989
hg207tg3705,AKT1-ITPK1,AKT1,207,ITPK1,3705
hg208tg8439,AKT2-NSMAF,AKT2,208,NSMAF,8439
hg10000tg159,AKT3-ADSS,AKT3,10000,ADSS,159
hg10000tg8556,AKT3-CDC14A,AKT3,10000,CDC14A,8556
hg10000tg9859,AKT3-CEP170,AKT3,10000,CEP170,9859
hg10000tg51029,AKT3-DESI2,AKT3,10000,DESI2,51029
hg10000tg55127,AKT3-HEATR1,AKT3,10000,HEATR1,55127
hg10000tg5520,AKT3-PPP2R2A,AKT3,10000,PPP2R2A,5520
hg10000tg5801,AKT3-PTPRR,AKT3,10000,PTPRR,5801
hg10000tg6000,AKT3-RGS7,AKT3,10000,RGS7,6000
hg10000tg10806,AKT3-SDCCAG8,AKT3,10000,SDCCAG8,10806
hg211tg211,ALAS1-ALAS1,ALAS1,211,ALAS1,211
hg211tg10180,ALAS1-RBM6,ALAS1,211,RBM6,10180
hg211tg6733,ALAS1-SRPK2,ALAS1,211,SRPK2,6733
hg213tg51,ALB-ACOX1,ALB,213,ACOX1,51
hg213tg126,ALB-ADH1C,ALB,213,ADH1C,126
hg213tg213,ALB-ALB,ALB,213,ALB,213
hg213tg1293,ALB-COL6A3,ALB,213,COL6A3,1293
hg213tg23167,ALB-EFR3A,ALB,213,EFR3A,23167
hg213tg2243,ALB-FGA,ALB,213,FGA,2243
hg213tg5910,ALB-RAP1GDS1,ALB,213,RAP1GDS1,5910
hg213tg11231,ALB-SEC63,ALB,213,SEC63,11231
hg213tg5265,ALB-SERPINA1,ALB,213,SERPINA1,5265
hg213tg462,ALB-SERPINC1,ALB,213,SERPINC1,462
hg213tg710,ALB-SERPING1,ALB,213,SERPING1,710
hg213tg8878,ALB-SQSTM1,ALB,213,SQSTM1,8878
hg213tg7018,ALB-TF,ALB,213,TF,7018
hg213tg7094,ALB-TLN1,ALB,213,TLN1,7094
hg213tg10422,ALB-UBAC1,ALB,213,UBAC1,10422
hg214tg30011,ALCAM-SH3KBP1,ALCAM,214,SH3KBP1,30011
hg220tg3480,ALDH1A3-IGF1R,ALDH1A3,220,IGF1R,3480
hg220tg55275,ALDH1A3-VPS53,ALDH1A3,220,VPS53,55275
hg10840tg54946,ALDH1L1-SLC41A3,ALDH1L1,10840,SLC41A3,54946
hg217tg80724,ALDH2-ACAD10,ALDH2,217,ACAD10,80724
hg217tg6311,ALDH2-ATXN2,ALDH2,217,ATXN2,6311
hg217tg1152,ALDH2-CKB,ALDH2,217,CKB,1152
hg217tg1192,ALDH2-CLIC1,ALDH2,217,CLIC1,1192
hg217tg55559,ALDH2-HAUS7,ALDH2,217,HAUS7,55559
hg217tg3856,ALDH2-KRT8,ALDH2,217,KRT8,3856
hg217tg4691,ALDH2-NCL,ALDH2,217,NCL,4691
hg217tg6160,ALDH2-RPL31,ALDH2,217,RPL31,6160
hg217tg6124,ALDH2-RPL4,ALDH2,217,RPL4,6124
hg217tg222194,ALDH2-RSBN1L,ALDH2,217,RSBN1L,222194
hg221tg1119,ALDH3B1-CHKA,ALDH3B1,221,CHKA,1119
hg222tg218,ALDH3B2-ALDH3A1,ALDH3B2,222,ALDH3A1,218
hg222tg11145,ALDH3B2-PLA2G16,ALDH3B2,222,PLA2G16,11145
hg223tg29922,ALDH9A1-NME7,ALDH9A1,223,NME7,29922
hg223tg54499,ALDH9A1-TMCO1,ALDH9A1,223,TMCO1,54499
hg226tg58,ALDOA-ACTA1,ALDOA,226,ACTA1,58
hg226tg226,ALDOA-ALDOA,ALDOA,226,ALDOA,226
hg226tg22948,ALDOA-CCT5,ALDOA,226,CCT5,22948
hg226tg1277,ALDOA-COL1A1,ALDOA,226,COL1A1,1277
hg226tg3315,ALDOA-HSPB1,ALDOA,226,HSPB1,3315
hg226tg283310,ALDOA-OTOGL,ALDOA,226,OTOGL,283310
hg226tg5160,ALDOA-PDHA1,ALDOA,226,PDHA1,5160
hg226tg6130,ALDOA-RPL7A,ALDOA,226,RPL7A,6130
hg226tg54414,ALDOA-SIAE,ALDOA,226,SIAE,54414
hg56052tg9717,ALG1-SEC14L5,ALG1,56052,SEC14L5,9717
hg84920tg3489,ALG10-IGFBP6,ALG10,84920,IGFBP6,3489
hg144245tg3489,ALG10B-IGFBP6,ALG10B,144245,IGFBP6,3489
hg440138tg10371,ALG11-SEMA3A,ALG11,440138,SEMA3A,10371
hg79087tg414918,ALG12-DENND6B,ALG12,79087,DENND6B,414918
hg79868tg3514,ALG13-IGKC,ALG13,79868,IGKC,3514
hg199857tg127003,ALG14-C1orf194,ALG14,199857,C1orf194,127003
hg10195tg5437,ALG3-POLR2H,ALG3,10195,POLR2H,5437
hg29929tg23499,ALG6-MACF1,ALG6,29929,MACF1,23499
hg79053tg9965,ALG8-FGF19,ALG8,79053,FGF19,9965
hg79053tg79731,ALG8-NARS2,ALG8,79053,NARS2,79731
hg79053tg92017,ALG8-SNX29,ALG8,79053,SNX29,92017
hg79053tg84669,ALG8-USP32,ALG8,79053,USP32,84669
hg79796tg80310,ALG9-PDGFD,ALG9,79796,PDGFD,80310
hg221120tg63982,ALKBH3-ANO3,ALKBH3,221120,ANO3,63982
hg54890tg1819,ALKBH5-DRG2,ALKBH5,54890,DRG2,1819
hg54890tg79018,ALKBH5-GID4,ALKBH5,54890,GID4,79018
hg54890tg51168,ALKBH5-MYO15A,ALKBH5,54890,MYO15A,51168
hg54890tg83540,ALKBH5-NUF2,ALKBH5,54890,NUF2,83540
hg91801tg91801,ALKBH8-ALKBH8,ALKBH8,91801,ALKBH8,91801
hg91801tg160140,ALKBH8-C11orf65,ALKBH8,91801,C11orf65,160140
hg7840tg3371,ALMS1-TNC,ALMS1,7840,TNC,3371
hg7840tg51112,ALMS1-TRAPPC12,ALMS1,7840,TRAPPC12,51112
hg240tg5644,ALOX5-PRSS1,ALOX5,240,PRSS1,5644
hg249tg8672,ALPL-EIF4G3,ALPL,249,EIF4G3,8672
hg259173tg91544,ALS2CL-UBXN11,ALS2CL,259173,UBXN11,91544
hg60529tg4009,ALX4-LMX1A,ALX4,60529,LMX1A,4009
hg60529tg65975,ALX4-STK33,ALX4,60529,STK33,65975
hg23600tg114899,AMACR-C1QTNF3,AMACR,23600,C1QTNF3,114899
hg23600tg91942,AMACR-NDUFAF2,AMACR,23600,NDUFAF2,91942
hg259tg5004,AMBP-ORM1,AMBP,259,ORM1,5004
hg259tg8480,AMBP-RAE1,AMBP,259,RAE1,8480
hg259tg11231,AMBP-SEC63,AMBP,259,SEC63,11231
hg55626tg9793,AMBRA1-CKAP5,AMBRA1,55626,CKAP5,9793
hg55626tg283254,AMBRA1-HARBI1,AMBRA1,55626,HARBI1,283254
hg55626tg4038,AMBRA1-LRP4,AMBRA1,55626,LRP4,4038
hg262tg55862,AMD1-ECHDC1,AMD1,262,ECHDC1,55862
hg262tg9896,AMD1-FIG4,AMD1,262,FIG4,9896
hg144193tg79611,AMDHD1-ACSS3,AMDHD1,144193,ACSS3,79611
hg51005tg84275,AMDHD2-SLC25A33,AMDHD2,51005,SLC25A33,84275
hg267tg583,AMFR-BBS2,AMFR,267,BBS2,583
hg267tg10428,AMFR-CFDP1,AMFR,267,CFDP1,10428
hg267tg51090,AMFR-PLLP,AMFR,267,PLLP,51090
hg9949tg84647,AMMECR1-PLA2G12B,AMMECR1,9949,PLA2G12B,84647
hg196394tg55711,AMN1-FAR2,AMN1,196394,FAR2,55711
hg154810tg143689,AMOTL1-PIWIL4,AMOTL1,154810,PIWIL4,143689
hg154810tg10105,AMOTL1-PPIF,AMOTL1,154810,PPIF,10105
hg271tg6814,AMPD2-STXBP3,AMPD2,271,STXBP3,6814
hg272tg56172,AMPD3-ANKH,AMPD3,272,ANKH,56172
hg272tg9482,AMPD3-STX8,AMPD3,272,STX8,9482
hg279tg55599,AMY2A-RNPC3,AMY2A,279,RNPC3,55599
hg51321tg22937,AMZ2-SCAP,AMZ2,51321,SCAP,22937
hg64682tg10096,ANAPC1-ACTR3,ANAPC1,64682,ACTR3,10096
hg64682tg3987,ANAPC1-LIMS1,ANAPC1,64682,LIMS1,3987
hg10393tg65008,ANAPC10-MRPL1,ANAPC10,10393,MRPL1,65008
hg10393tg4086,ANAPC10-SMAD1,ANAPC10,10393,SMAD1,4086
hg25906tg26064,ANAPC15-RAI14,ANAPC15,25906,RAI14,26064
hg25906tg25858,ANAPC15-TEX40,ANAPC15,25906,TEX40,25858
hg29882tg346007,ANAPC2-EYS,ANAPC2,29882,EYS,346007
hg51433tg8751,ANAPC5-ADAM15,ANAPC5,51433,ADAM15,8751
hg51433tg84678,ANAPC5-KDM2B,ANAPC5,51433,KDM2B,84678
hg51433tg4048,ANAPC5-LTA4H,ANAPC5,51433,LTA4H,4048
hg51433tg23524,ANAPC5-SRRM2,ANAPC5,51433,SRRM2,23524
hg51434tg5053,ANAPC7-PAH,ANAPC7,51434,PAH,5053
hg9068tg10580,ANGPTL1-SORBS1,ANGPTL1,9068,SORBS1,10580
hg286tg84750,ANK1-FUT10,ANK1,286,FUT10,84750
hg287tg80216,ANK2-ALPK1,ANK2,287,ALPK1,80216
hg287tg57514,ANK2-ARHGAP31,ANK2,287,ARHGAP31,57514
hg288tg59,ANK3-ACTA2,ANK3,288,ACTA2,59
hg288tg8030,ANK3-CCDC6,ANK3,288,CCDC6,8030
hg288tg983,ANK3-CDK1,ANK3,288,CDK1,983
hg288tg24138,ANK3-IFIT5,ANK3,288,IFIT5,24138
hg288tg4255,ANK3-MGMT,ANK3,288,MGMT,4255
hg288tg9886,ANK3-RHOBTB1,ANK3,288,RHOBTB1,9886
hg288tg6668,ANK3-SP2,ANK3,288,SP2,6668
hg288tg5651,ANK3-TMPRSS15,ANK3,288,TMPRSS15,5651
hg51479tg65005,ANKFY1-MRPL9,ANKFY1,51479,MRPL9,65005
hg51479tg23140,ANKFY1-ZZEF1,ANKFY1,51479,ZZEF1,23140
hg56172tg1767,ANKH-DNAH5,ANKH,56172,DNAH5,1767
hg56172tg83463,ANKH-MXD3,ANKH,56172,MXD3,83463
hg54882tg54882,ANKHD1-ANKHD1,ANKHD1,54882,ANKHD1,54882
hg54882tg84418,ANKHD1-CYSTM1,ANKHD1,54882,CYSTM1,84418
hg54882tg2744,ANKHD1-GLS,ANKHD1,54882,GLS,2744
hg54882tg10747,ANKHD1-MASP2,ANKHD1,54882,MASP2,10747
hg54882tg56114,ANKHD1-PCDHGA1,ANKHD1,54882,PCDHGA1,56114
hg54882tg56106,ANKHD1-PCDHGA10,ANKHD1,54882,PCDHGA10,56106
hg54882tg56105,ANKHD1-PCDHGA11,ANKHD1,54882,PCDHGA11,56105
hg54882tg26025,ANKHD1-PCDHGA12,ANKHD1,54882,PCDHGA12,26025
hg54882tg56113,ANKHD1-PCDHGA2,ANKHD1,54882,PCDHGA2,56113
hg54882tg56112,ANKHD1-PCDHGA3,ANKHD1,54882,PCDHGA3,56112
hg54882tg56111,ANKHD1-PCDHGA4,ANKHD1,54882,PCDHGA4,56111
hg54882tg56110,ANKHD1-PCDHGA5,ANKHD1,54882,PCDHGA5,56110
hg54882tg56109,ANKHD1-PCDHGA6,ANKHD1,54882,PCDHGA6,56109
hg54882tg56108,ANKHD1-PCDHGA7,ANKHD1,54882,PCDHGA7,56108
hg54882tg9708,ANKHD1-PCDHGA8,ANKHD1,54882,PCDHGA8,9708
hg54882tg56107,ANKHD1-PCDHGA9,ANKHD1,54882,PCDHGA9,56107
hg54882tg56104,ANKHD1-PCDHGB1,ANKHD1,54882,PCDHGB1,56104
hg54882tg56103,ANKHD1-PCDHGB2,ANKHD1,54882,PCDHGB2,56103
hg54882tg56102,ANKHD1-PCDHGB3,ANKHD1,54882,PCDHGB3,56102
hg54882tg8641,ANKHD1-PCDHGB4,ANKHD1,54882,PCDHGB4,8641
hg54882tg56100,ANKHD1-PCDHGB6,ANKHD1,54882,PCDHGB6,56100
hg54882tg56099,ANKHD1-PCDHGB7,ANKHD1,54882,PCDHGB7,56099
hg54882tg5098,ANKHD1-PCDHGC3,ANKHD1,54882,PCDHGC3,5098
hg54882tg56098,ANKHD1-PCDHGC4,ANKHD1,54882,PCDHGC4,56098
hg54882tg56097,ANKHD1-PCDHGC5,ANKHD1,54882,PCDHGC5,56097
hg54882tg83697,ANKHD1-SLC4A9,ANKHD1,54882,SLC4A9,83697
hg404734tg404734,ANKHD1-EIF4EBP3-ANKHD1-EIF4EBP3,ANKHD1-EIF4EBP3,404734,ANKHD1-EIF4EBP3,404734
hg404734tg2969,ANKHD1-EIF4EBP3-GTF2I,ANKHD1-EIF4EBP3,404734,GTF2I,2969
hg54467tg54467,ANKIB1-ANKIB1,ANKIB1,54467,ANKIB1,54467
hg23141tg79050,ANKLE2-NOC4L,ANKLE2,23141,NOC4L,79050
hg23141tg5426,ANKLE2-POLE,ANKLE2,23141,POLE,5426
hg23141tg285671,ANKLE2-RNF180,ANKLE2,23141,RNF180,285671
hg51281tg50940,ANKMY1-PDE11A,ANKMY1,51281,PDE11A,50940
hg57037tg100505929,ANKMY2-C21orf37,ANKMY2,57037,C21orf37,100505929
hg55608tg3621,ANKRD10-ING1,ANKRD10,55608,ING1,3621
hg55608tg23026,ANKRD10-MYO16,ANKRD10,55608,MYO16,23026
hg55608tg57142,ANKRD10-RTN4,ANKRD10,55608,RTN4,57142
hg29123tg254827,ANKRD11-NAALADL2,ANKRD11,29123,NAALADL2,254827
